2,700
1,300
1,300
1,300
1,600
1,800
1,500
3,300
1,900
2,500
1,900
1,500
2,000
3,300
1,900
1,900
1,700
1,900
1,900
2,000
1,900
1,600
1,600
1,500
1,900
1,400
2,800
1,300
1,400
1,200
1,500
1,500
1,900
3,300
350
1,500
1,500
1,500
1,550
1,300
1,600
1,500
1,600
250
1,800
3,500
3,500
4,800
4,800
4,800
2,000
2,000
2,000
3,500
2,900
2,900
3,200
3,200
3,500
4,800
3,500
2,800
1,000
4,500
1,600
1,500
1,500
1,500
